DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,AGE:Current age,RESIDENCE:Residence,EDUCATION_LEVEL:Education Level,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,SERIES_FOOTNOTE:Series footnote,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,SOWC_FLAG_A:SOWC flag A,OBS_FOOTNOTE:Observation footnote,OBS_STATUS:Observation Status,DATA_SOURCE:Data Source,OBS_CONF:Observation confidentaility,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,FREQ_COLL:Time interval at which the source data are collected
UNICEF:GENDER(1.0): Gender,SDGRC_ECA_OP: (SDGRC) ECA_Oil producing economies,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2022,68.2,,,PCNT: %,,,,UNICEF Aggregates,,,
UNICEF:GENDER(1.0): Gender,SDGRC_ECA_OP: (SDGRC) ECA_Oil producing economies,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2022,63.1,,,PCNT: %,,,,UNICEF Aggregates,,,
UNICEF:GENDER(1.0): Gender,SDGRC_ECA_OP: (SDGRC) ECA_Oil producing economies,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2022,56.4,,,PCNT: %,,,,UNICEF Aggregates,,,
UNICEF:GENDER(1.0): Gender,SDGRC_ECA_SA: (SDGRC) Southern Africa,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2022,63,,,PCNT: %,,,,UNICEF Aggregates,,,
UNICEF:GENDER(1.0): Gender,SDGRC_ECA_SA: (SDGRC) Southern Africa,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2022,60.1,,,PCNT: %,,,,UNICEF Aggregates,,,
UNICEF:GENDER(1.0): Gender,SDGRC_ECA_SA: (SDGRC) Southern Africa,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2022,61.8,,,PCNT: %,,,,UNICEF Aggregates,,,
UNICEF:GENDER(1.0): Gender,SDGRC_ECA_SACU: (SDGRC) ECA_Southern Africa Customs Union (SACU),GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2022,77.1,,,PCNT: %,,,,UNICEF Aggregates,,,
UNICEF:GENDER(1.0): Gender,SDGRC_ECA_SACU: (SDGRC) ECA_Southern Africa Customs Union (SACU),GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2022,78.2,,,PCNT: %,,,,UNICEF Aggregates,,,
UNICEF:GENDER(1.0): Gender,SDGRC_ECA_SACU: (SDGRC) ECA_Southern Africa Customs Union (SACU),GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2022,80.1,,,PCNT: %,,,,UNICEF Aggregates,,,
UNICEF:GENDER(1.0): Gender,SDGRC_ECA_SAHEL: (SDGRC) ECA_Sahel,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2022,53.9,,,PCNT: %,,,,UNICEF Aggregates,,,
UNICEF:GENDER(1.0): Gender,SDGRC_ECA_SAHEL: (SDGRC) ECA_Sahel,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2022,48.2,,,PCNT: %,,,,UNICEF Aggregates,,,
UNICEF:GENDER(1.0): Gender,SDGRC_ECA_SAHEL: (SDGRC) ECA_Sahel,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2022,36.4,,,PCNT: %,,,,UNICEF Aggregates,,,
UNICEF:GENDER(1.0): Gender,SDGRC_ECA_SSA: (SDGRC) ECA_Sub-Saharan Africa,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2022,53.3,,,PCNT: %,,,,UNICEF Aggregates,,,
UNICEF:GENDER(1.0): Gender,SDGRC_ECA_WA: (SDGRC) West Africa,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2022,55,,,PCNT: %,,,,UNICEF Aggregates,,,
UNICEF:GENDER(1.0): Gender,SDGRC_ECA_WA: (SDGRC) West Africa,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2022,47.1,,,PCNT: %,,,,UNICEF Aggregates,,,
UNICEF:GENDER(1.0): Gender,SDGRC_ECA_WA: (SDGRC) West Africa,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2022,38.9,,,PCNT: %,,,,UNICEF Aggregates,,,
UNICEF:GENDER(1.0): Gender,SDGRC_ESCAP_AFRICA: (SDGRC) ESCAP_Africa (AFR),GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2022,65.5,,,PCNT: %,,,,UNICEF Aggregates,,,
UNICEF:GENDER(1.0): Gender,SDGRC_ESCAP_AFRICA: (SDGRC) ESCAP_Africa (AFR),GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2022,60.4,,,PCNT: %,,,,UNICEF Aggregates,,,
UNICEF:GENDER(1.0): Gender,SDGRC_ESCAP_AFRICA: (SDGRC) ESCAP_Africa (AFR),GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2022,55.9,,,PCNT: %,,,,UNICEF Aggregates,,,
UNICEF:GENDER(1.0): Gender,SDGRC_ESCWA_ARAB_LOW: (SDGRC) ESCWA_Arab Low-Income Countries (LICs),GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2022,70,,,PCNT: %,,,,UNICEF Aggregates,,,
UNICEF:GENDER(1.0): Gender,SDGRC_ESCWA_ARAB_LOW: (SDGRC) ESCWA_Arab Low-Income Countries (LICs),GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2022,63,,,PCNT: %,,,,UNICEF Aggregates,,,
UNICEF:GENDER(1.0): Gender,SDGRC_ESCWA_ARAB_LOW: (SDGRC) ESCWA_Arab Low-Income Countries (LICs),GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2022,54,,,PCNT: %,,,,UNICEF Aggregates,,,
UNICEF:GENDER(1.0): Gender,SDGRC_ESCWA_ARAB_MID: (SDGRC) ESCWA_Arab Middle-Income Countries (MICs),GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2022,96.4,,,PCNT: %,,,,UNICEF Aggregates,,,
UNICEF:GENDER(1.0): Gender,SDGRC_ESCWA_ARAB_MID: (SDGRC) ESCWA_Arab Middle-Income Countries (MICs),GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2022,93.9,,,PCNT: %,,,,UNICEF Aggregates,,,
UNICEF:GENDER(1.0): Gender,SDGRC_ESCWA_ARAB_MID: (SDGRC) ESCWA_Arab Middle-Income Countries (MICs),GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2022,92.1,,,PCNT: %,,,,UNICEF Aggregates,,,
UNICEF:GENDER(1.0): Gender,SDGRC_ESCWA_CONFLICT: (SDGRC) ESCWA_Countries in conflict,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2022,70,,,PCNT: %,,,,UNICEF Aggregates,,,
UNICEF:GENDER(1.0): Gender,SDGRC_ESCWA_CONFLICT: (SDGRC) ESCWA_Countries in conflict,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2022,63,,,PCNT: %,,,,UNICEF Aggregates,,,
UNICEF:GENDER(1.0): Gender,SDGRC_ESCWA_CONFLICT: (SDGRC) ESCWA_Countries in conflict,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2022,54,,,PCNT: %,,,,UNICEF Aggregates,,,
UNICEF:GENDER(1.0): Gender,SDGRC_ESCWA_LDC: (SDGRC) ESCWA_Arab LDCs subregion,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2022,69.8,,,PCNT: %,,,,UNICEF Aggregates,,,
UNICEF:GENDER(1.0): Gender,SDGRC_ESCWA_LDC: (SDGRC) ESCWA_Arab LDCs subregion,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2022,62.9,,,PCNT: %,,,,UNICEF Aggregates,,,
UNICEF:GENDER(1.0): Gender,SDGRC_ESCWA_LDC: (SDGRC) ESCWA_Arab LDCs subregion,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2022,54,,,PCNT: %,,,,UNICEF Aggregates,,,
UNICEF:GENDER(1.0): Gender,SDGRC_ESCWA_MAGHREB: (SDGRC) ESCWA_Maghreb subregion,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2022,93.4,,,PCNT: %,,,,UNICEF Aggregates,,,
UNICEF:GENDER(1.0): Gender,SDGRC_ESCWA_MAGHREB: (SDGRC) ESCWA_Maghreb subregion,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2022,90.1,,,PCNT: %,,,,UNICEF Aggregates,,,
UNICEF:GENDER(1.0): Gender,SDGRC_ESCWA_MAGHREB: (SDGRC) ESCWA_Maghreb subregion,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2022,87.2,,,PCNT: %,,,,UNICEF Aggregates,,,
UNICEF:GENDER(1.0): Gender,SDGRC_ESCWA_MASHREQ: (SDGRC) ESCWA_Mashreq subregion,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2022,99,,,PCNT: %,,,,UNICEF Aggregates,,,
UNICEF:GENDER(1.0): Gender,SDGRC_ESCWA_MASHREQ: (SDGRC) ESCWA_Mashreq subregion,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2022,97,,,PCNT: %,,,,UNICEF Aggregates,,,
UNICEF:GENDER(1.0): Gender,SDGRC_ESCWA_MASHREQ: (SDGRC) ESCWA_Mashreq subregion,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2022,96,,,PCNT: %,,,,UNICEF Aggregates,,,
UNICEF:GENDER(1.0): Gender,SDGRC_ESCWA_NOCONFLICT_MID: (SDGRC) ESCWA_Non-conflict middle income countries,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2022,96.6,,,PCNT: %,,,,UNICEF Aggregates,,,
UNICEF:GENDER(1.0): Gender,SDGRC_ESCWA_NOCONFLICT_MID: (SDGRC) ESCWA_Non-conflict middle income countries,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2022,94.1,,,PCNT: %,,,,UNICEF Aggregates,,,
UNICEF:GENDER(1.0): Gender,SDGRC_ESCWA_NOCONFLICT_MID: (SDGRC) ESCWA_Non-conflict middle income countries,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2022,92.3,,,PCNT: %,,,,UNICEF Aggregates,,,
UNICEF:GENDER(1.0): Gender,SDN: Sudan,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2016,54,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SDN: Sudan,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2016,63,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SDN: Sudan,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2016,70,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SGP: Singapore,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2016,91,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SGP: Singapore,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2017,91,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SGP: Singapore,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2018,94,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SGP: Singapore,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2019,89,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SGP: Singapore,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2020,89,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SGP: Singapore,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2021,99,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SGP: Singapore,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2022,99,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SGP: Singapore,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2016,89,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SGP: Singapore,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2017,89,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SGP: Singapore,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2018,94,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SGP: Singapore,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2019,88,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SGP: Singapore,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2020,88,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SGP: Singapore,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2021,98,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SGP: Singapore,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2022,99,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SGP: Singapore,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2016,88,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SGP: Singapore,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2017,88,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SGP: Singapore,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2018,93,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SGP: Singapore,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2019,88,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SGP: Singapore,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2020,88,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SGP: Singapore,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2021,98,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SGP: Singapore,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2022,99,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SRB: Serbia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2016,91,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SRB: Serbia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2017,92,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SRB: Serbia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2020,92,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SRB: Serbia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2021,94,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SRB: Serbia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2022,96,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SRB: Serbia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2016,92,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SRB: Serbia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2017,93,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SRB: Serbia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2020,94,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SRB: Serbia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2021,95,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SRB: Serbia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2022,96,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SRB: Serbia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2016,92,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SRB: Serbia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2017,93,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SRB: Serbia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2020,81,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SRB: Serbia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2021,97,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SRB: Serbia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2022,95,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SVK: Slovakia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2020,74,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SVK: Slovakia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2020,78,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SVK: Slovakia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2020,76,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SVN: Slovenia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2022,97,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SVN: Slovenia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2022,98,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,SVN: Slovenia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2022,98,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,TGO: Togo,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2017,39,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,TGO: Togo,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2017,44,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,TGO: Togo,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2017,49,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,THA: Thailand,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2016,81,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,THA: Thailand,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2017,88,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,THA: Thailand,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2020,84,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,THA: Thailand,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2021,86,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,THA: Thailand,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2022,88,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,THA: Thailand,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2016,81,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,THA: Thailand,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2017,88,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,THA: Thailand,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2020,84,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,THA: Thailand,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2021,87,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,THA: Thailand,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2022,88,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,THA: Thailand,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2016,82,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,THA: Thailand,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2017,88,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,THA: Thailand,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2020,83,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,THA: Thailand,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2021,87,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,THA: Thailand,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2022,89,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,TON: Tonga,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2021,62,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,TUN: Tunisia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2016,83,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,TUN: Tunisia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2017,89,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,TUN: Tunisia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2018,88,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,TUN: Tunisia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2019,80,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,TUN: Tunisia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,M: Male,_T: Total,_T: Total,_T: Total,2019,83,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,TUN: Tunisia,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,F: Female,_T: Total,_T: Total,_T: Total,2019,77,,,PCNT: %,,,,SDG Portal,,,
UNICEF:GENDER(1.0): Gender,TUR: Türkiye,GN_IT_MOB_OWN: Proportion of individuals who own a mobile telephone,_T: Total,_T: Total,_T: Total,_T: Total,2020,93,,,PCNT: %,,,,SDG Portal,,,
